Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,0.0,2.6645352591003756e-16,0.5000000000000001,0.6000000000000001
Fear,0.7932603369831508,1,0.0,0.0
Happiness,0.0,0.6525477000000002,0.8262738500000001,0.9347397368421053
Joy,0.7970101494925254,1,1.0,0.0
Pride,0.5066419524250849,0.9702938654961826,0.9851469327480913,0.07807273316171842
Sadness,0.19909004549772513,1,0.0,0.0
Shame,0.801669449081803,1,0.0,0.31975712712335214
