Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,0.0,2.6645352591003756e-16,0.5000000000000001,0.6000000000000001
Fear,0.7962601869906505,1,0.0,0.0
Happiness,0.0,0.6775524000000003,0.8387762000000001,0.9347397368421053
Joy,0.7971101444927754,1,1.0,0.0
Pride,0.5016742770167428,0.44244097211313616,0.7212204860565681,0.010805850070380952
Sadness,0.20443977801109947,0.8639100420999032,0.06804497895004841,0.0
Shame,0.7956666666666666,1,0.0,0.4914377989646938
