Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,0.0,2.6645352591003756e-16,0.5000000000000001,0.6000000000000001
Fear,0.7963101844907754,1,0.0,0.0
Happiness,0.0,0.3938085900000004,0.6969042950000002,0.9172157894736842
Joy,0.7950602469876507,1,1.0,0.0
Pride,0.4898822108124433,1,1.0,0.2699472809964288
Sadness,0.19849007549622522,1,0.0,0.0
Shame,0.8019148233740508,1,0.0,0.5100455677420335
