C,Story,Emotion,Val
0.01325980935861103,Boredom,Boredom,0.5620455800410383
0.01325980935861103,Boredom,Fear,0.05979654300872253
0.01325980935861103,Boredom,Happiness,0.04179023072941063
0.01325980935861103,Boredom,Joy,0.16824769057776678
0.01325980935861103,Boredom,Pride,0.04348427633293598
0.01325980935861103,Boredom,Sadness,0.014574977127885332
0.01325980935861103,Boredom,Shame,0.1100607021822402
0.01325980935861103,Fear,Boredom,0.001770874484457877
0.01325980935861103,Fear,Fear,0.995125148818398
0.01325980935861103,Fear,Happiness,0.0005476119021956412
0.01325980935861103,Fear,Joy,0.000774823939165199
0.01325980935861103,Fear,Pride,0.0004822859889094896
0.01325980935861103,Fear,Sadness,0.0003438605992836932
0.01325980935861103,Fear,Shame,0.0009553942675902114
0.01325980935861103,Happiness,Boredom,0.8886340456922545
0.01325980935861103,Happiness,Fear,5.1595194814742154e-05
0.01325980935861103,Happiness,Happiness,0.1037549128271464
0.01325980935861103,Happiness,Joy,0.0011970492334560509
0.01325980935861103,Happiness,Pride,0.004898331290406062
0.01325980935861103,Happiness,Sadness,6.581639125679753e-05
0.01325980935861103,Happiness,Shame,0.0013982493706656935
0.01325980935861103,Joy,Boredom,0.0021843003491733774
0.01325980935861103,Joy,Fear,0.01621454425134727
0.01325980935861103,Joy,Happiness,0.00493509892905086
0.01325980935861103,Joy,Joy,0.06234782358223108
0.01325980935861103,Joy,Pride,0.32109586663559847
0.01325980935861103,Joy,Sadness,0.007302429922480907
0.01325980935861103,Joy,Shame,0.5859199363301179
0.01325980935861103,Pride,Boredom,0.0021868292809512596
0.01325980935861103,Pride,Fear,0.00016682671985861542
0.01325980935861103,Pride,Happiness,0.025703403166912782
0.01325980935861103,Pride,Joy,0.0005788185493217887
0.01325980935861103,Pride,Pride,0.7414076092952919
0.01325980935861103,Pride,Sadness,0.003632919515275923
0.01325980935861103,Pride,Shame,0.2263235934723879
0.01325980935861103,Sadness,Boredom,0.02824257406385719
0.01325980935861103,Sadness,Fear,0.7369213790714333
0.01325980935861103,Sadness,Happiness,0.008405033397976902
0.01325980935861103,Sadness,Joy,0.03834908496757328
0.01325980935861103,Sadness,Pride,0.01858800574662448
0.01325980935861103,Sadness,Sadness,0.0069382408479230035
0.01325980935861103,Sadness,Shame,0.1625556819046122
0.01325980935861103,Shame,Boredom,0.00034761831712826663
0.01325980935861103,Shame,Fear,0.00028633353444541706
0.01325980935861103,Shame,Happiness,0.00018127652822633313
0.01325980935861103,Shame,Joy,0.0004179366004615573
0.01325980935861103,Shame,Pride,0.09013591542813645
0.01325980935861103,Shame,Sadness,0.0010244517716146919
0.01325980935861103,Shame,Shame,0.9076064678199873
0.013724773671755668,Boredom,Boredom,0.5579047420591133
0.013724773671755668,Boredom,Fear,0.06052311869182533
0.013724773671755668,Boredom,Happiness,0.04301503342867159
0.013724773671755668,Boredom,Joy,0.16807316636932643
0.013724773671755668,Boredom,Pride,0.0454448489329929
0.013724773671755668,Boredom,Sadness,0.014721442808043475
0.013724773671755668,Boredom,Shame,0.11031764771002667
0.013724773671755668,Fear,Boredom,0.0017731224132770354
0.013724773671755668,Fear,Fear,0.995145250671298
0.013724773671755668,Fear,Happiness,0.0005492481587585056
0.013724773671755668,Fear,Joy,0.000779428744842171
0.013724773671755668,Fear,Pride,0.00049404626439386
0.013724773671755668,Fear,Sadness,0.000349243719097338
0.013724773671755668,Fear,Shame,0.0009096600283327169
0.013724773671755668,Happiness,Boredom,0.8910695518613442
0.013724773671755668,Happiness,Fear,5.230995645064217e-05
0.013724773671755668,Happiness,Happiness,0.1011363284023049
0.013724773671755668,Happiness,Joy,0.0012088743784961838
0.013724773671755668,Happiness,Pride,0.004974899246110314
0.013724773671755668,Happiness,Sadness,6.748716324561714e-05
0.013724773671755668,Happiness,Shame,0.0014905489920480825
0.013724773671755668,Joy,Boredom,0.002781191101942045
0.013724773671755668,Joy,Fear,0.019121762350289537
0.013724773671755668,Joy,Happiness,0.0062692356226805145
0.013724773671755668,Joy,Joy,0.0718614050616424
0.013724773671755668,Joy,Pride,0.35074194268537784
0.013724773671755668,Joy,Sadness,0.008806424634853592
0.013724773671755668,Joy,Shame,0.5404180385432134
0.013724773671755668,Pride,Boredom,0.002157565278088946
0.013724773671755668,Pride,Fear,0.00017558609817696442
0.013724773671755668,Pride,Happiness,0.02662897580679656
0.013724773671755668,Pride,Joy,0.0006524522420292962
0.013724773671755668,Pride,Pride,0.7113076921459074
0.013724773671755668,Pride,Sadness,0.0035877157825690924
0.013724773671755668,Pride,Shame,0.2554900126464316
0.013724773671755668,Sadness,Boredom,0.02883245741749755
0.013724773671755668,Sadness,Fear,0.7381423177359433
0.013724773671755668,Sadness,Happiness,0.008494371401937036
0.013724773671755668,Sadness,Joy,0.03929277860463842
0.013724773671755668,Sadness,Pride,0.020211052312140418
0.013724773671755668,Sadness,Sadness,0.007197050781792176
0.013724773671755668,Sadness,Shame,0.15782997174605118
0.013724773671755668,Shame,Boredom,0.0004473335439062447
0.013724773671755668,Shame,Fear,0.00046287576319048907
0.013724773671755668,Shame,Happiness,0.0003132068684397804
0.013724773671755668,Shame,Joy,0.0008251126499933298
0.013724773671755668,Shame,Pride,0.13601841576213583
0.013724773671755668,Shame,Sadness,0.0016287589160407518
0.013724773671755668,Shame,Shame,0.8603042964962936
0.014963795013503136,Boredom,Boredom,0.554532208993771
0.014963795013503136,Boredom,Fear,0.06316814813213968
0.014963795013503136,Boredom,Happiness,0.046733021567852556
0.014963795013503136,Boredom,Joy,0.1697552759161174
0.014963795013503136,Boredom,Pride,0.04128421248248107
0.014963795013503136,Boredom,Sadness,0.015488947696921664
0.014963795013503136,Boredom,Shame,0.1090381852107161
0.014963795013503136,Fear,Boredom,0.001785339700333549
0.014963795013503136,Fear,Fear,0.9951065942807703
0.014963795013503136,Fear,Happiness,0.0005523497560383471
0.014963795013503136,Fear,Joy,0.0007815947298253246
0.014963795013503136,Fear,Pride,0.0005110788424464255
0.014963795013503136,Fear,Sadness,0.0003547341096399039
0.014963795013503136,Fear,Shame,0.0009083085809462222
0.014963795013503136,Happiness,Boredom,0.9048975806528908
0.014963795013503136,Happiness,Fear,5.3861438118798535e-05
0.014963795013503136,Happiness,Happiness,0.08686925008647255
0.014963795013503136,Happiness,Joy,0.0012031425650219124
0.014963795013503136,Happiness,Pride,0.0054832310777881135
0.014963795013503136,Happiness,Sadness,7.064758405876376e-05
0.014963795013503136,Happiness,Shame,0.0014222865956489807
0.014963795013503136,Joy,Boredom,0.0006640816785123799
0.014963795013503136,Joy,Fear,0.010057797899254196
0.014963795013503136,Joy,Happiness,0.0018473714085817145
0.014963795013503136,Joy,Joy,0.032444213868000726
0.014963795013503136,Joy,Pride,0.24964412696868105
0.014963795013503136,Joy,Sadness,0.0037134008120949798
0.014963795013503136,Joy,Shame,0.701629007364875
0.014963795013503136,Pride,Boredom,0.002037670838355131
0.014963795013503136,Pride,Fear,0.00020875011184469066
0.014963795013503136,Pride,Happiness,0.027731890228887415
0.014963795013503136,Pride,Joy,0.0005229103602256729
0.014963795013503136,Pride,Pride,0.6686594302366797
0.014963795013503136,Pride,Sadness,0.003423823066282371
0.014963795013503136,Pride,Shame,0.2974155251577249
0.014963795013503136,Sadness,Boredom,0.030091071836651943
0.014963795013503136,Sadness,Fear,0.7438959981396248
0.014963795013503136,Sadness,Happiness,0.008686358983366112
0.014963795013503136,Sadness,Joy,0.03960940395588526
0.014963795013503136,Sadness,Pride,0.018654722713996735
0.014963795013503136,Sadness,Sadness,0.007355691470224183
0.014963795013503136,Sadness,Shame,0.15170675290025137
0.014963795013503136,Shame,Boredom,0.00029789615860599246
0.014963795013503136,Shame,Fear,0.00018696970220614148
0.014963795013503136,Shame,Happiness,0.00014562547155205001
0.014963795013503136,Shame,Joy,0.00014909603168496112
0.014963795013503136,Shame,Pride,0.03948701402854456
0.014963795013503136,Shame,Sadness,0.0005168161997686702
