ID;Group;Story;Em.Boredom;Em.Fear;Em.Happiness;Em.Joy;Em.Pride;Em.Sadness;Em.Shame;Precision
5da4cdfde1684f00185cd72d;7;Joy;0;0;1;0;0;0;0;0
5ac388a8a3ba7a0001b48eb4;7;Joy;0;0;1;0;0;0;0;0
61560409c9e298bf8e54dc2e;7;Shame;0;0;0;0;0;0;1;1
5da4cdfde1684f00185cd72d;7;Shame;0;0;0;0;0;0;1;1
5ac388a8a3ba7a0001b48eb4;7;Shame;0;0;0;0;0;0;1;1
61560409c9e298bf8e54dc2e;7;Sadness;0;0;0;0;0;1;0;1
5da4cdfde1684f00185cd72d;7;Sadness;0;0;0;0;0;1;0;1
5ac388a8a3ba7a0001b48eb4;7;Sadness;0;0;0;0;0;1;0;1
61560409c9e298bf8e54dc2e;7;Boredom;1;0;0;0;0;0;0;1
5da4cdfde1684f00185cd72d;7;Boredom;1;0;0;0;0;0;0;1
5ac388a8a3ba7a0001b48eb4;7;Boredom;1;0;0;0;0;0;0;1
6107f4c17130b26fac4d14f8;8;Shame;0;0;0;0;0;0;1;1
5f6f7f94d4b107514589d5b8;8;Shame;0;0;0;0;0;0;1;1
5f78e5d43574844e0b3220df;8;Shame;0;0;0;0;0;0;1;1
6107f4c17130b26fac4d14f8;8;Boredom;1;0;0;0;0;0;0;1
5f6f7f94d4b107514589d5b8;8;Boredom;1;0;0;0;0;0;0;1
5f78e5d43574844e0b3220df;8;Boredom;1;0;0;0;0;0;0;1
6107f4c17130b26fac4d14f8;8;Fear;0;1;0;0;0;0;0;1
5f6f7f94d4b107514589d5b8;8;Fear;0;1;0;0;0;0;0;1
5f78e5d43574844e0b3220df;8;Fear;0;1;0;0;0;0;0;1
6107f4c17130b26fac4d14f8;8;Sadness;0;0;0;0;0;1;0;1
5f6f7f94d4b107514589d5b8;8;Sadness;0;0;0;0;0;1;0;1
5f78e5d43574844e0b3220df;8;Sadness;0;0;0;0;0;1;0;1
6107f4c17130b26fac4d14f8;8;Pride;0;0;0;0;1;0;0;1
5f6f7f94d4b107514589d5b8;8;Pride;0;0;0;0;1;0;0;1
5f78e5d43574844e0b3220df;8;Pride;0;0;0;0;1;0;0;1
6107f4c17130b26fac4d14f8;8;Joy;0;0;0;1;0;0;0;1
5f6f7f94d4b107514589d5b8;8;Joy;0;0;1;0;0;0;0;0
5f78e5d43574844e0b3220df;8;Joy;0;0;0;1;0;0;0;1
6107f4c17130b26fac4d14f8;8;Happiness;0;0;1;0;0;0;0;1
5f6f7f94d4b107514589d5b8;8;Happiness;0;0;0;1;0;0;0;0
5f78e5d43574844e0b3220df;8;Happiness;0;0;1;0;0;0;0;1
600167a5e860e701daf423b8;9;Joy;0;0;0;1;0;0;0;1
62b452a4fcde92b6a252dd0f;9;Joy;0;0;1;0;0;0;0;0
5e9d7f715597de04e33079d5;9;Joy;0;0;1;0;0;0;0;0
600167a5e860e701daf423b8;9;Sadness;0;0;0;0;0;1;0;1
62b452a4fcde92b6a252dd0f;9;Sadness;0;0;0;0;0;1;0;1
5e9d7f715597de04e33079d5;9;Sadness;0;0;0;0;0;1;0;1
600167a5e860e701daf423b8;9;Happiness;0;0;1;0;0;0;0;1
62b452a4fcde92b6a252dd0f;9;Happiness;0;0;0;1;0;0;0;0
5e9d7f715597de04e33079d5;9;Happiness;0;0;0;0;1;0;0;0
600167a5e860e701daf423b8;9;Boredom;1;0;0;0;0;0;0;1
62b452a4fcde92b6a252dd0f;9;Boredom;1;0;0;0;0;0;0;1
5e9d7f715597de04e33079d5;9;Boredom;1;0;0;0;0;0;0;1
600167a5e860e701daf423b8;9;Pride;0;0;0;0;1;0;0;1
62b452a4fcde92b6a252dd0f;9;Pride;0;0;0;0;1;0;0;1
5e9d7f715597de04e33079d5;9;Pride;0;0;0;1;0;0;0;0
600167a5e860e701daf423b8;9;Shame;0;0;0;0;0;0;1;1
62b452a4fcde92b6a252dd0f;9;Shame;0;0;0;0;0;0;1;1
5e9d7f715597de04e33079d5;9;Shame;0;0;0;0;0;0;1;1
600167a5e860e701daf423b8;9;Fear;0;1;0;0;0;0;0;1
62b452a4fcde92b6a252dd0f;9;Fear;0;1;0;0;0;0;0;1
5e9d7f715597de04e33079d5;9;Fear;0;1;0;0;0;0;0;1
5f58c8f30bd50e05a1dd7134;10;Pride;0;0;0;0;1;0;0;1
5cfc0eaaa2761c0001c65781;10;Pride;0;0;0;0;1;0;0;1
5bf7ce740740310001bd4d53;10;Pride;0;0;0;0;1;0;0;1
6316fd8b155d095cb0b7b03b;10;Pride;0;0;0;0;1;0;0;1
5f58c8f30bd50e05a1dd7134;10;Fear;0;1;0;0;0;0;0;1
5cfc0eaaa2761c0001c65781;10;Fear;0;1;0;0;0;0;0;1
5bf7ce740740310001bd4d53;10;Fear;0;1;0;0;0;0;0;1
6316fd8b155d095cb0b7b03b;10;Fear;0;1;0;0;0;0;0;1
5f58c8f30bd50e05a1dd7134;10;Happiness;0;0;1;0;0;0;0;1
5cfc0eaaa2761c0001c65781;10;Happiness;0;0;0;1;0;0;0;0
5bf7ce740740310001bd4d53;10;Happiness;0;0;1;0;0;0;0;1
6316fd8b155d095cb0b7b03b;10;Happiness;0;0;1;0;0;0;0;1
5f58c8f30bd50e05a1dd7134;10;Shame;0;0;0;0;0;0;1;1
5cfc0eaaa2761c0001c65781;10;Shame;0;0;0;0;0;0;1;1
5bf7ce740740310001bd4d53;10;Shame;0;0;0;0;0;0;1;1
6316fd8b155d095cb0b7b03b;10;Shame;0;0;0;0;0;0;1;1
5f58c8f30bd50e05a1dd7134;10;Joy;0;0;0;1;0;0;0;1
5cfc0eaaa2761c0001c65781;10;Joy;0;0;1;0;0;0;0;0
5bf7ce740740310001bd4d53;10;Joy;0;0;0;1;0;0;0;1
6316fd8b155d095cb0b7b03b;10;Joy;0;0;0;1;0;0;0;1
5f58c8f30bd50e05a1dd7134;10;Boredom;1;0;0;0;0;0;0;1
5cfc0eaaa2761c0001c65781;10;Boredom;1;0;0;0;0;0;0;1
5bf7ce740740310001bd4d53;10;Boredom;1;0;0;0;0;0;0;1
6316fd8b155d095cb0b7b03b;10;Boredom;1;0;0;0;0;0;0;1
5f58c8f30bd50e05a1dd7134;10;Sadness;0;0;0;0;0;1;0;1
5cfc0eaaa2761c0001c65781;10;Sadness;0;0;0;0;0;1;0;1
5bf7ce740740310001bd4d53;10;Sadness;0;0;0;0;0;1;0;1
6316fd8b155d095cb0b7b03b;10;Sadness;0;0;0;0;0;1;0;1
