Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,0.0,2.6645352591003756e-16,0.5000000000000001,0.6000000000000001
Fear,0.79946002699865,1,0.0,0.0
Happiness,0.0,0.6178983299999998,0.8089491649999999,0.9347397368421053
Joy,0.8002599870006499,1,1.0,0.0
Pride,0.49318885448916405,1,1.0,0.22693976134678903
Sadness,0.20543972801359933,1,0.0,0.0
Shame,0.8026271471876052,1,0.0,0.1880634418395152
