Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,1.0,4.9014162509177026e-12,-1.899999046637517,32.48999456583392
Fear,1.0,1.3007663201549349,-18.83469172450112,0.0
Happiness,0.0,0.11997070312501876,13.899999999999974,270.59198532990575
Joy,0.71875,76.10566250181962,3.888047712504868,0.0
Pride,0.0,12.328586987663593,7.7465812957804,0.7686192880767618
Sadness,1.0,0.36741027832031664,-2.9499999999999966,0.0
Shame,0.3125,116.64740263494377,-0.31516308112677177,24.084356577278367
