Emotion,Suddenness,Goal_relevance,Conduciveness,Power,Intrinsic_unpredictability,Normative_significance
Boredom,0.0,1.3322676295501878e-16,0.5000000000000001,0.6,0.0,2.2204460344591702e-09
Fear,0.8002599870006499,1.0,0.0,0.0,0.7214078157595657,0.7320922374585076
Happiness,0.0,0.4263137831610003,0.7131568915805002,0.9957628712650001,0.0,1.0
Joy,0.7981100944952753,1.0,1.0,0.0,0.7256918405319871,0.8665078825222458
Pride,0.501335648457326,0.6116927786583038,0.8058463893291519,0.3152695692850356,0.9999719673692745,1.0
Sadness,0.20048997550122494,0.9728333432684395,0.013583328365780245,0.0,0.7229069638994258,0.2461030440160745
Shame,0.7956015523932729,1.0,0.0,0.4584804894191268,0.7306382422503541,1.0
