Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Boredom,0.0,1.3322676295501878e-16,0.5000000000000001,0.6
Fear,0.8002599870006499,1.0,0.0,0.0
Happiness,0.0,0.4263137831610003,0.7131568915805002,0.9957628712650001
Joy,0.7981100944952753,1.0,1.0,0.0
Pride,0.501335648457326,0.6116927786583038,0.8058463893291519,0.3152695692850356
Sadness,0.20048997550122494,0.9728333432684395,0.013583328365780245,0.0
Shame,0.7956015523932729,1.0,0.0,0.4584804894191268
